|id|generator_name|country|ic_kw|technology|subsidy|accreditation|commissioned|rlf|alf|latest_data|latest_mwh_p_a|latest_rocs_p_a
178|R00995NQNI|Tievenameenta Wind Farm|NI|34500|On-shore wind|RO|2016-10-09|2016-10-09|35.1%|35.2%|2018-04|106305.0|89094.0
179|R00095RJEN|Rainham Phase II|England|12956|Landfill Gas|RO|2002-04-01|2000-04-01|70.3%|73.1%|2018-04|82941.0|75727.0
180|R00283RQEN|Wadlow Wind Farm|England|26000|On-shore wind|RO|2012-07-11|2012-07-11|33.7%|35.2%|2018-04|80233.0|73574.0
181|R00082SQSC|Ben Aketil Wind Farm|Scotland|27600|On-shore wind|RO|2007-09-01|2007-09-01|32.5%|24.2%|2018-05|58520.0|48276.0
182|R00257SQSC|Dungavel|Scotland|26000|On-shore wind|RO|2015-08-28|2015-08-28|36.6%|37.8%|2018-05|86149.0|64424.0
183|R00034RJEN|Brogborough Phase III|England|12980|Landfill Gas|RO|2002-04-01|2001-02-01|79.2%|75.7%|2018-04|67997.0|62699.0
184|G00884MWEN|Cornwall Energy Recovery Centre|England|26735|Waste|None|2016-10-06|2016-10-06|||2018-04|77516.0|
185|R00001FTSC|Hywind Scotland Pilot Park|Scotland|30000|Off-shore wind|RO|2017-10-18|2017-10-18|||2018-04|81251.0|248422.0
186|R00076SQSC|Black Hill Wind Farm - A|Scotland|28600|On-shore wind|RO|2006-12-01|2006-12-01|29.9%|30.8%|2018-05|77212.0|67340.0
187|R00238SQSC|A'Chruach Wind Farm Limited|Scotland|42600|On-shore wind|RO|2016-01-20|2016-01-20|26.5%|29.9%|2018-05|111721.0|86129.0
188|R00073SESC|Finlarig Power Station - A,G|Scotland|16500|Hydro|RO|2003-12-01|2003-12-01|50.7%|49.7%|2018-05|71796.0|55245.0
189|R00357RQEN|Frodsham Wind Farm|England|51300|On-shore wind|RO|2016-11-15|2016-11-15|21.8%|21.5%|2018-06|96526.0|74486.0
190|R00284SQSC|Corriemoillie Windfarm|Scotland|48450|On-shore wind|RO|2016-11-10|2016-11-10|22.1%|21.3%|2018-04|90556.0|75983.0
191|R01223NQNI|Brockaghboy Full|NI|49875|On-shore wind|RO|2017-08-29|2017-08-29|||2018-05|86794.0|61548.0
192|R00311SQSC|Penmanshiel-GP|Scotland|28700|On-shore wind|RO|2016-06-16|2016-06-16|31.9%|33.2%|2018-04|83425.0|69869.0
193|G00009MWEN|Haverton Hill|England|21562|Waste|None|2003-10-27|1998-05-01|36.9%|27.6%|2018-04|52226.0|
194|R00274RQEN|Wandylaw Wind Farm|England|20500|On-shore wind|RO|2013-07-30|2013-07-30|40.3%|43.1%|2018-05|77347.0|68194.0
195|R00320RQEN|Goole Fields Wind Farm|England|32800|On-shore wind|RO|2013-09-10|2013-09-10|27.6%|30.8%|2018-04|88573.0|73312.0
196|R00101RAEN|Rugeley Power Station - A,C, E|England|48202|Biomass co-firing|RO|2003-01-01|1970-01-01|13.5%|5.0%|2014-08|93.0|28.0
197|R00004NQNI|Tappaghan Windfarm Ltd|NI|28500|On-shore wind|RO|2005-04-01|2004-12-01|27.2%|27.2%|2018-04|67872.0|62893.0
198|R00099SQSC|Wind Energy (North Rhins) Limited|Scotland|22000|On-shore wind|RO|2009-11-01|2009-11-01|37.3%|38.2%|2018-06|73547.0|61190.0
199|R00296SQSC|BLACK LAW EXTENSION|Scotland|65050|On-shore wind|RO|2016-02-18|2016-02-18|17.9%|22.6%|2018-04|128652.0|103892.0
200|R00241SQSC|Burn of Whilk Wind Farm|Scotland|22500|On-shore wind|RO|2015-06-02|2015-06-02|35.6%|34.1%|2018-04|67237.0|56349.0
201|R00064SQSC|Beinn Tharsuin Wind Farm - A,E|Scotland|29750|On-shore wind|RO|2005-12-01|2005-12-01|26.0%|23.0%|2018-04|59857.0|56716.0
202|R00184SQSC|Beinn an Tuirc Windfarm Extension|Scotland|45600|On-shore wind|RO|2012-07-05|2012-07-05|17.5%|26.2%|2018-04|104775.0|95989.0
203|R00211RQEN|Lissett Wind Farm|England|30000|On-shore wind|RO|2008-12-22|2008-12-22|27.4%|29.2%|2018-05|76807.0|66657.0
204|G00737HYWA|Rheidol Power Station (Generators No.2 & 3)|Wales|41000|Hydro|None|2008-03-29|2008-03-29|18.6%|21.4%|2018-06|76859.0|
205|R00002NQNI|Altahullion Wind Farm|NI|26000|On-shore wind|RO|2005-04-01|2003-04-01|27.9%|28.2%|2018-03|64217.0|64217.0
206|R00077NQNI|Crighshane Energy Limited|NI|32200|On-shore wind|RO|2012-05-03|2012-05-03|23.2%|22.8%|2018-05|64249.0|56270.0
207|G00856MWEN|ARDWICK RAILWAY GOODS YARD|England|22000|Waste|None|2011-07-15|2011-07-12|36.1%|32.6%|2018-02|62918.0|
208|R00219RQEN|West Durham Windfarm ltd|England|24000|On-shore wind|RO|2009-03-16|2009-03-16|30.3%|33.2%|2018-05|69835.0|62885.0
209|R00157RQWA|Ffynnon Oer Wind Farm Ltd - A,E|Wales|32000|On-shore wind|RO|2005-12-01|2005-12-01|22.5%|19.8%|2018-05|55372.0|24543.0
210|R00306SQSC|Glenchamber - GP|Scotland|27500|On-shore wind|RO|2016-06-28|2016-06-28|30.9%|32.9%|2018-04|79283.0|65748.0
211|R00029SASC|Speyside CHP|Scotland|14990|Dedicated biomass|RO|2016-03-24|2016-03-24|52.1%|52.8%|2018-05|69285.0|82712.0
212|R00125SQSC|Dun Law Extension|Scotland|29750|On-shore wind|RO|2009-08-19|2009-06-25|24.5%|23.8%|2018-04|62066.0|57267.0
213|R00120SQSC|Toddleburn Windfarm|Scotland|27600|On-shore wind|RO|2010-02-12|2010-02-12|28.1%|29.6%|2018-04|71691.0|66671.0
214|R00291SQSC|Andershaw Wind farm|Scotland|36300|On-shore wind|RO|2016-03-20|2016-03-20|35.7%|36.2%|2018-05|115059.0|87652.0
215|G00862MWEN|South Tyne and Wear Energy from Waste Plant|England|25130|Waste|None|2013-11-01|2013-08-17|32.6%|44.7%|2018-04|98417.0|
216|R00003RAEN|Goosey Lodge Power Plant - A,C,D|England|33000|Dedicated biomass|RO|2002-04-01|2000-10-01|48.7%|20.1%|2018-04|57947.0|34598.0
217|R00007SESC|Pitlochry Power Station - A|Scotland|15000|Hydro|RO|2002-04-01|1950-01-01|46.5%|44.2%|2018-05|58072.0|48965.0
218|R00092SQSC|Drumderg Windfarm|Scotland|36800|On-shore wind|RO|2008-04-03|2008-04-03|20.9%|20.9%|2018-05|67430.0|59439.0
219|R00332RQEN|Middlewick Generating Station|England|20700|On-shore wind|RO|2014-06-24|2014-06-24|35.2%|35.4%|2018-05|64176.0|51052.0
220|R00205RQWA|Garreg Lwyd Hill|Wales|34000|On-shore wind|RO|2017-02-22|2017-02-22|37.2%|37.2%|2018-03|110713.0|99643.0
221|R00029SESC|Kilmorack Power Station -A,E|Scotland|20000|Hydro|RO|2003-03-01|1962-01-01|37.0%|34.5%|2018-05|60417.0|53556.0
222|R00028SESC|Aigas Power Station - A,E|Scotland|20000|Hydro|RO|2003-03-01|1962-01-01|37.0%|32.7%|2018-05|57316.0|50603.0
223|R00096SQSC|Hagshaw Hill Extension|Scotland|26000|On-shore wind|RO|2008-09-27|2008-09-27|28.1%|27.6%|2018-04|62748.0|57738.0
224|R00326RAEN|Runcorn Energy From Waste Facility.|England|38000|Waste|RO|2014-12-23|2014-12-23|21.9%|26.4%|2018-06|88043.0|57315.0
225|R00203RQWA|Tirgwynt|Wales|24600|On-shore wind|RO|2016-11-16|2016-11-16|40.3%|40.7%|2018-05|87621.0|69551.0
226|R00058SQSC|Glens of Foudland Wind Farm - A, C|Scotland|26000|On-shore wind|RO|2005-04-01|2005-04-01|26.3%|24.5%|2018-05|55863.0|49217.0
227|G00006MWEN|Marchwood PS|England|19000|Waste|None|2004-10-01|2004-10-01|40.4%|33.5%|2018-03|55782.0|
228|R00380RQEN|Twin Rivers Wind Farm|England|28700|On-shore wind|RO|2016-08-03|2016-08-03|29.2%|31.3%|2018-05|78639.0|61773.0
229|R00026RJEN|L'Field Stewartby|England|12328|Landfill Gas|RO|2002-04-01|1997-08-01|61.7%|48.5%|2018-04|38028.0|34970.0
230|R00209SQSC|Novar II Wind Farm|Scotland|36800|On-shore wind|RO|2013-01-31|2012-03-22|21.2%|16.9%|2018-04|54496.0|50909.0
231|R00312RQEN|Chelveston Renewable Energy|England|28125|On-shore wind|RO|2013-09-20|2013-09-20|24.9%|25.1%|2018-06|61896.0|51194.0
232|R00294SQSC|Burnhead Wind Farm|Scotland|26000|On-shore wind|RO|2015-11-20|2015-11-20|30.9%|32.4%|2018-04|73741.0|60635.0
233|R00313SQSC|Assel Valley Wind Farm|Scotland|25000|On-shore wind|RO|2016-09-01|2016-09-01|32.6%|33.2%|2018-05|72701.0|55163.0
234|R00252RQEN|Swinford Wind Farm|England|22000|On-shore wind|RO|2012-08-13|2012-08-13|30.9%|31.1%|2018-04|59888.0|57652.0
235|R00166SQSC|Millour Hill|Scotland|24000|On-shore wind|RO|2012-03-21|2012-03-21|37.8%|38.9%|2018-06|81683.0|64451.0
236|R00265RQEN|Lynemouth|England|26910|On-shore wind|RO|2012-01-19|2012-01-19|27.5%|27.2%|2018-04|64061.0|58934.0
237|R00140SQSC|Glenkerie Wind Farm|Scotland|19370|On-shore wind|RO|2011-12-23|2011-12-23|37.4%|39.5%|2018-05|66998.0|58068.0
238|R00087SQSC|Dalswinton Windfarm|Scotland|30000|On-shore wind|RO|2008-02-01|2007-10-01|23.5%|23.4%|2018-05|61610.0|52892.0
239|R00052SQSC|Cruach Mhor Windfarm - A, E|Scotland|29750|On-shore wind|RO|2003-12-01|2003-12-01|21.3%|21.1%|2018-04|54965.0|49861.0
240|R00162SQSC|Little Raith Wind Farm Limited|Scotland|24750|On-shore wind|RO|2012-09-19|2012-09-19|27.9%|26.6%|2018-05|57763.0|51016.0
241|R00226SQSC|West Browncastle Wind Farm|Scotland|30000|On-shore wind|RO|2014-02-05|2014-02-05|26.8%|28.8%|2018-05|75669.0|57018.0
242|R00348RQEN|Fraisthorpe Wind Farm Ltd|England|29700|On-shore wind|RO|2016-02-11|2016-02-11|30.1%|33.7%|2018-05|87652.0|67933.0
243|R00038NQNI|Slieve Divena Windfarm|NI|30000|On-shore wind|RO|2008-11-18|2008-11-18|22.6%|20.8%|2018-04|54562.0|50524.0
244|G00498HYSC|Kendoon Power Station|Scotland|24000|Hydro|None|2008-03-29|2008-03-29|25.7%|30.0%|2018-04|63068.0|
245|R00378RAEN|Devonport EfW CHP Facility|England|25000|Waste|RO|2015-08-26|2015-08-26|25.1%|40.6%|2018-04|88941.0|
246|R00456RJEN|Roxby Gas to Energy - A, C, D|England|8520|Landfill Gas|RO|2004-04-06|2004-04-06|77.4%|76.2%|2018-05|56277.0|47280.0
247|R00059SQSC|Artfield Fell Windfarm - A,C|Scotland|28600|On-shore wind|RO|2005-05-01|2005-05-01|24.3%|21.8%|2018-05|54505.0|46053.0
248|R00081RAEN|Didcot 'A' Power Station - A, C|England|59810|Biomass co-firing|RO|2003-01-01|1970-01-01|19.5%|34.6%|2013-01|64874.0|32437.0
249|G00008MWEN|STOKE INCINERATOR|England|15400|Waste|None|2003-10-27|1998-01-01|40.2%|29.6%|2018-04|39859.0|
250|R00115SESC|Fasnakyle Compensation Generator - A, C|Scotland|7701|Hydro|RO|2006-02-01|2006-02-01|84.8%|60.2%|2018-03|40608.0|40608.0
251|R00191RQWA|Alltwalis Wind Farm|Wales|23000|On-shore wind|RO|2009-09-21|2009-09-21|27.8%|28.5%|2018-05|57390.0|50504.0
252|R00067SQSC|Wardlaw Wood - A|Scotland|18000|On-shore wind|RO|2007-10-01|2006-03-01|33.6%|35.7%|2018-06|56289.0|45547.0
253|R00113SQSC|Scotia Wind (Craigengelt) Limited|Scotland|20000|On-shore wind|RO|2009-10-29|2009-10-29|33.2%|34.7%|2018-05|60779.0|52600.0
254|R00200RQWA|Mynydd Bwllfa Wind Farm|Wales|22500|On-shore wind|RO|2015-05-08|2015-05-08|26.9%|27.0%|2018-04|53207.0|45142.0
255|R00310SQSC|Hare Hill Extension|Scotland|30100|On-shore wind|RO|2016-09-21|2016-09-21|27.8%|30.0%|2018-04|79217.0|65767.0
256|R00402RQEN|Goole Fields II Wind Farm|England|34850|On-shore wind|RO|2016-11-14|2016-11-14|25.6%|27.9%|2018-04|85234.0|70809.0
257|R00155NQNI|Carrickatane Windfarm|NI|20700|On-shore wind|RO|2013-01-25|2013-01-25|33.8%|32.1%|2018-05|58282.0|50033.0
258|G00497HYSC|Glenlee Power Station|Scotland|24000|Hydro|None|2008-03-29|2008-03-29|24.4%|29.6%|2018-04|62251.0|
259|R00023RREN|Minworth Generating Station - C,D|England|11858|Sewage Gas|RO|2002-04-01|2000-01-01|57.3%|47.3%|2016-03|49245.0|46656.0
260|R00297RQEN|Roos Wind Farm|England|17100|On-shore wind|RO|2012-12-07|2012-12-06|39.3%|41.6%|2018-04|62352.0|59153.0
261|R00001SASC|Westfield Biomass Plant - A,C|Scotland|12500|Dedicated biomass|RO|2002-04-01|2000-10-01|47.1%|52.5%|2018-04|57542.0|80010.0
262|R00319SQSC|Ewe Hill II|Scotland|38400|On-shore wind|RO|2017-01-15|2017-01-15|25.4%|25.7%|2018-04|86375.0|70056.0
263|R00194RQEN|Bicker|England|26000|On-shore wind|RO|2008-07-28|2008-07-28|23.1%|25.4%|2018-04|57791.0|53381.0
264|R00036NQNI|Gruig Wind Farm|NI|25000|On-shore wind|RO|2009-01-27|2009-01-27|25.8%|24.7%|2018-03|54081.0|54081.0
265|R00233SQSC|Tullo Extension|Scotland|25000|On-shore wind|RO|2014-05-08|2014-05-08|24.2%|24.2%|2018-04|53050.0|44623.0
266|G00849MWEN|Marchwood Incinerator (Sheffield)|England|21346|Waste|None|2006-01-01|2006-01-01|34.6%|24.9%|2013-08|46493.0|
267|R00322SQSC|Cour WF - GP|Scotland|20500|On-shore wind|RO|2016-10-25|2016-10-25|40.2%|43.3%|2018-05|77792.0|58579.0
268|R00110RAEN|West Burton Power Station - A,C|England|52859|Biomass co-firing|RO|2003-02-01|1969-04-25|29.1%|5.4%|2014-08|50.0|15.0
269|R00026SJSC|Avondale Power Station - A|Scotland|11600|Landfill Gas|RO|2004-04-01|2004-04-01|62.4%|31.8%|2018-05|32277.0|27046.0
270|R00266SQSC|Auchrobert Wind Farm|Scotland|38760|On-shore wind|RO|2017-03-20|2017-03-20|29.3%|29.2%|2018-05|99077.0|78554.0
271|G00540MWEN|Portsmouth Incinerator|England|19000|Waste|None|2005-06-01|2005-06-01|33.0%|25.6%|2018-03|42633.0|
272|R00451RJEN|Sutton Courtney - NFFO5|England|7265|Landfill Gas|RO|2003-10-01|2003-10-01|83.2%|76.8%|2018-04|48880.0|45114.0
273|R00152SQSC|Drone Hill Wind Farm LTD|Scotland|28600|On-shore wind|RO|2012-02-27|2012-02-27|23.5%|24.6%|2018-05|61641.0|54548.0
274|R00030RJEN|Brogborough Power Station (Phase I & II) - A,B|England|14428|Landfill Gas|RO|2002-04-01|1992-09-01|75.7%|63.4%|2011-11|13324.0|13324.0
275|R00153RQWA|Tir Mostyn And Foel Goch|Wales|21500|On-shore wind|RO|2005-06-01|2005-06-01|26.7%|28.8%|2018-05|53559.0|48936.0
276|R00569RAEN|Mersey Bioenergy Widnes Biomass CHP - FULL|England|22795|Dedicated biomass|RO|2017-02-06|2017-02-06|43.1%|43.2%|2018-04|86318.0|52438.0
277|R00054SESC|Bonnington - A,C|Scotland|11000|Hydro|RO|2003-02-01|1927-10-01|52.7%|53.7%|2018-04|51721.0|46163.0
278|R00081SQSC|Wether Hill Windfarm - A, E|Scotland|18200|On-shore wind|RO|2007-03-01|2007-03-01|32.6%|34.3%|2018-04|54725.0|50340.0
279|R00196RQWA|Maerdy Wind Farm|Wales|24000|On-shore wind|RO|2013-03-26|2013-03-26|27.8%|27.9%|2018-05|58545.0|52211.0
280|R00007SASC|Balcas Biomass CHP Power Station|Scotland|9600|Dedicated biomass|RO|2009-10-11|2009-10-11|59.8%|61.3%|2018-05|51527.0|79272.0
281|R00017SASC|CoRDe|Scotland|8614|Dedicated biomass|RO|2013-03-25|2013-03-25|75.1%|76.7%|2018-05|57906.0|92053.0
282|R00034RQWA|Llanbabo (Llyn Alaw)|Wales|20400|On-shore wind|RO|2002-04-01|1997-11-17|26.1%|27.5%|2018-05|49102.0|42494.0
283|R00273SQSC|Kingsburn Wind Farm|Scotland|22500|On-shore wind|RO|2016-03-15|2016-03-15|37.3%|41.7%|2018-05|82189.0|63691.0
284|R00175SQSC|Kildrummy1|Scotland|18522|On-shore wind|RO|2013-02-14|2013-02-14|33.7%|34.5%|2018-04|56053.0|53087.0
285|R00183SQSC|Nutberry Wind Farm|Scotland|15000|On-shore wind|RO|2013-09-30|2013-09-30|38.7%|41.2%|2018-05|54191.0|47081.0
286|R00195SQSC|Pentland Road|Scotland|18000|On-shore wind|RO|2013-06-28|2013-06-28|31.3%|31.8%|2018-05|50090.0|42763.0
287|R00481NQNI|Altaveedan Wind Farm|NI|18000|On-shore wind|RO|2017-04-24|2017-04-24|||2018-05|54853.0|41061.0
288|R00107SESC|Culligran Power Station Unit 2 - A|Scotland|17100|Hydro|RO|2005-08-01|2005-07-01|30.7%|24.4%|2018-05|36607.0|34863.0
289|R00055SESC|Torr Achilty Power Station - A,E|Scotland|15000|Hydro|RO|2003-04-01|1954-01-01|35.0%|34.4%|2018-05|45241.0|39119.0
290|R00102NQNI|Dunmore Wind Farm Ltd|NI|21000|On-shore wind|RO|2014-01-17|2014-01-17|29.2%|30.0%|2018-03|55115.0|49604.0
291|R00071SQSC|An Suidhe Wind Farm|Scotland|19300|On-shore wind|RO|2010-08-04|2010-08-04|28.1%|27.9%|2018-04|47136.0|28039.0
292|R00007SQSC|Cnoc Donn Arnicle (Beinn An Tuirc) Wind Farm|Scotland|15180|On-shore wind|RO|2002-04-01|2001-10-01|34.0%|35.9%|2018-04|47713.0|43968.0
293|R00001SQSC|Hare Hill Wind Farm - A|Scotland|13200|On-shore wind|RO|2002-04-01|2000-11-01|38.6%|37.4%|2018-04|43260.0|39389.0
294|R00396RQEN|North Steads Wind Farm - GP|England|18450|On-shore wind|RO|2016-07-04|2016-06-29|32.4%|34.4%|2018-05|55574.0|44001.0
295|R00741RUEN|Swindon Solar Park|England|60893|Photovoltaic|RO|2016-03-31|2016-03-31|11.0%|10.6%|2018-04|56512.0|66378.0
296|R00076NQNI|Curryfree Wind Farm|NI|15000|On-shore wind|RO|||34.9%|33.7%|2018-05|44334.0|38245.0
297|R00280RQEN|Sixpenny Wood Wind Farm|England|20500|On-shore wind|RO|2013-03-22|2013-03-22|29.7%|30.7%|2018-05|55084.0|47885.0
298|R00031SJSC|Cathkin RO Generation - A,C|Scotland|8461|Landfill Gas|RO|2005-05-01|2005-05-01|66.5%|41.8%|2018-04|27165.0|25281.0
299|R00565RJEN|Brogborough Phase V - A, C|England|11000|Landfill Gas|RO|2007-07-01|2007-07-01|45.6%|29.7%|2018-04|28586.0|26186.0
300|R00244RQEN|Rusholme Wind Farm|England|24600|On-shore wind|RO|2010-07-26|2010-07-26|20.9%|21.9%|2018-04|47209.0|43722.0
301|R00029REWA|Dolgarrog High-Head Power Station - A,C, G|Wales|18400|Hydro|RO|2002-04-01|1938-01-01|26.6%|31.4%|2018-04|50628.0|46724.0
302|R00339RQEN|Burton Wold|England|14400|On-shore wind|RO|2014-08-01|2014-08-01|36.8%|38.7%|2018-05|48841.0|38078.0
303|R00136RJEN|Packington Gas Control Plant - A|England|8250|Landfill Gas|RO|2002-04-01|1987-11-01|62.0%|59.6%|2018-04|39308.0|36403.0
304|R00055NQNI|Crockagarran Wind Farm|NI|17500|On-shore wind|RO|2010-07-22|2010-07-22|29.5%|26.8%|2018-05|41096.0|35857.0
305|R00263SQSC|Quixwood Wind Farm|Scotland|26780|On-shore wind|RO|2017-01-25|2017-01-25|31.4%|31.8%|2018-04|74479.0|62329.0
306|R00268RQEN|Cotton Farm1|England|16600|On-shore wind|RO|2013-01-04|2013-01-04|34.1%|33.8%|2018-04|49129.0|45341.0
307|R00324SQSC|Airies Wind Farm|Scotland|39900|On-shore wind|RO|2017-03-15|2017-03-15|23.9%|24.2%|2018-05|84494.0|67163.0
308|R00303RQEN|Bradwell|England|20500|On-shore wind|RO|2013-03-27|2013-03-27|28.6%|30.1%|2018-04|54036.0|50188.0
309|R00337RQEN|Gayton Le Marsh Wind Farm|England|16400|On-shore wind|RO|2015-11-05|2015-11-05|34.9%|37.7%|2018-05|54132.0|42246.0
310|R00007RJEN|Sutton Courtenay|England|7128|Landfill Gas|RO|2002-04-01|1999-03-01|71.5%|59.4%|2018-04|37095.0|33870.0
311|R00025RAEN|Fibrepower (Slough)|England|28000|Dedicated biomass|RO|2005-04-01|1999-09-30|27.8%|27.0%|2018-04|66313.0|94170.0
312|R00008SQSC|Beinn An Tuirc (Cnoc Donn Arnicle) Wind Farm|Scotland|15000|On-shore wind|RO|2002-04-01|2001-09-01|31.4%|32.3%|2018-04|42471.0|39012.0
313|R00342RQEN|Coal Clough Repowering|England|16560|On-shore wind|RO|2014-09-29|2014-09-29|31.2%|32.7%|2018-04|47491.0|39777.0
314|R00345RQEN|Wryde Croft Wind Farm|England|26000|On-shore wind|RO|2016-01-19|2016-01-19|23.1%|27.1%|2018-04|61605.0|50981.0
315|R00189SQSC|Rosehall Wind Farm|Scotland|24700|On-shore wind|RO|2012-08-31|2012-08-31|21.2%|11.7%|2018-04|25408.0|22552.0
316|R00273RQEN|Hall Wind Farm|England|24600|On-shore wind|RO|2013-02-11|2013-02-11|21.7%|23.1%|2018-05|49830.0|43901.0
317|R00065SQSC|Boyndie - A|Scotland|16300|On-shore wind|RO|2006-02-01|2006-02-01|29.5%|28.7%|2018-04|41005.0|39021.0
318|R00193RQEN|Bagmoor Wind Farm|England|16000|On-shore wind|RO|2009-04-27|2009-04-27|29.2%|29.6%|2018-05|41475.0|36368.0
319|R00142SQSC|Tullo Wind Farm Limited|Scotland|17500|On-shore wind|RO|2010-07-07|2010-07-07|27.2%|25.9%|2018-04|39699.0|37354.0
320|R00053NQNI|Screggagh Windfarm|NI|20000|On-shore wind|RO|2011-01-12|2011-01-12|25.7%|26.0%|2018-03|45603.0|45603.0
321|R00304RQEN|Carland Cross Repowering Windfarm|England|20700|On-shore wind|RO|2013-03-26|2013-03-26|27.1%|26.0%|2018-04|47106.0|44153.0
322|R00090NQNI|Church Hill Energy Limited|NI|18400|On-shore wind|RO|2012-04-05|2012-04-05|25.2%|23.5%|2018-05|37845.0|33018.0
323|R00036RJEN|Hempsted Landfill|England|8242|Landfill Gas|RO|2002-04-01|1996-10-01|63.6%|34.3%|2018-04|24795.0|22794.0
324|R00196RAEN|Poplars AD|England|6536|Anaerobic Digestion|RO|2011-06-15|2011-06-15|76.0%|76.8%|2018-05|43987.0|72717.0
325|R00187RQWA|Carno II|Wales|15600|On-shore wind|RO|2009-03-11|2009-03-10|31.8%|34.2%|2018-05|46699.0|41951.0
326|R00089RJEN|Wapseys Wood Landfill (generation Phase 1)|England|6764|Landfill Gas|RO|2002-04-01|1987-07-01|80.0%|86.8%|2018-04|51430.0|47340.0
327|R00250RQEN|Butterwick Moor Wind Farm|England|18800|On-shore wind|RO|2010-11-04|2010-11-04|26.1%|26.4%|2018-04|43392.0|40746.0
328|R00290RQEN|Withernwick Wind Farm|England|18450|On-shore wind|RO|2013-03-21|2013-03-21|29.7%|31.7%|2018-05|51246.0|43986.0
329|R00194SQSC|Spurness Wind Farm II|Scotland|10000|On-shore wind|RO|2012-10-22|2012-10-22|48.8%|51.1%|2018-05|44795.0|40257.0
330|G00005MWEN|Huddersfield Waste to Energy Facility|England|10980|Waste|None|2003-10-27|2001-09-01|41.7%|34.5%|2018-03|33185.0|
331|R00077RAEN|Ironbridge Power Station - A,C|England|130007|Dedicated biomass|RO|2002-04-01|1969-06-01|13.8%|34.6%|2013-09|169599.0|105230.0
332|R00321RQEN|Biggleswade Wind Generating Station|England|20000|On-shore wind|RO|2013-09-25|2013-09-25|24.3%|25.7%|2018-05|45073.0|35621.0
333|R00015SASC|Cockenzie Power Station - A,B,C,E|Scotland|30760|Biomass co-firing|RO|2003-10-01|1967-01-01|26.7%|23.8%|2010-03|12694.0|6347.0
334|R00185SQSC|Allt Dearg Wind Farmers LLP|Scotland|10000|On-shore wind|RO|2012-09-25|2012-09-25|48.3%|51.5%|2018-05|45141.0|38897.0
335|R00013NQNI|Callagheen Wind Farm|NI|16900|On-shore wind|RO|2005-12-01|2005-12-01|27.5%|21.6%|2018-04|31993.0|30372.0
336|R00171RQEN|North Pickenham Windfarm - A|England|14400|On-shore wind|RO|2006-10-01|2006-10-01|31.1%|33.0%|2018-05|41652.0|36142.0
337|R00599RJEN|Welbeck (Infinis)|England|6750|Landfill Gas|RO|2009-03-24|2009-03-24|72.3%|42.9%|2018-04|25344.0|23619.0
338|R00181RQEN|Stags Holt Wind Farm - A, E (5/07/07)|England|20000|On-shore wind|RO|2007-07-01|2007-07-01|22.3%|24.4%|2018-04|42725.0|39239.0
339|R00097RJEN|Mucking Landfill 2 - A|England|9517|Landfill Gas|RO|2002-04-01|2001-11-01|58.5%|3.9%|2018-04|2082.0|2077.0
340|R00054NQNI|Hunters Hill Windfarm|NI|20000|On-shore wind|RO|2010-03-10|2010-03-10|24.3%|23.5%|2018-05|41131.0|34876.0
341|R00562RJEN|Bletchley Power Station 2 (6/6/2007) - A|England|6525|Landfill Gas|RO|2007-06-01|2007-04-01|72.9%|84.1%|2018-04|48093.0|44001.0
342|R00477RUEN|Owl's Hatch Solar Park|England|51938|Photovoltaic|RO|2015-03-30|2015-03-30|11.5%|11.3%|2018-05|51310.0|53625.0
343|R00071RUWA|Shotwick Solar Park|Wales|72209|Photovoltaic|RO|2016-03-31|2016-03-31|8.5%|9.6%|2018-05|60480.0|57247.0
344|R00149NQNI|Thornog Windfarm|NI|30000|On-shore wind|RO|2014-09-22|2014-09-22|16.0%|15.9%|2018-05|41797.0|32230.0
345|R00261SQSC|Freasdail Wind Farm|Scotland|22550|On-shore wind|RO|2017-02-08|2017-02-08|34.2%|35.3%|2018-04|69653.0|56821.0
346|R00003SESC|Nant Power Station - A,E|Scotland|15000|Hydro|RO|2002-04-01|1994-08-01|28.0%|30.0%|2018-04|39364.0|36997.0
347|R00343RQEN|Todmorden Moor Wind Farm full|England|12500|On-shore wind|RO|2014-09-11|2014-09-10|36.4%|41.3%|2018-04|45210.0|37915.0
348|R00009SQSC|SRO Dun Law - A|Scotland|17160|On-shore wind|RO|2002-04-01|2000-06-01|24.7%|24.3%|2018-04|36453.0|34047.0
349|R00548RUEN|West Raynham Solar Farm|England|50000|Photovoltaic|RO|2015-03-30|2015-03-30|11.1%|10.8%|2018-05|47329.0|49052.0
350|R00301RQEN|The Grange Wind Farm|England|14000|On-shore wind|RO|2013-03-04|2013-03-04|35.4%|36.7%|2018-04|45012.0|41341.0
351|R00023SQSC|Tangy Wind Farm - A|Scotland|18700|On-shore wind|RO|2002-11-01|2002-11-01|25.3%|24.9%|2018-05|40759.0|35279.0
352|R00186RQEN|Fen Farm Wind Park (Conisholme)|England|16000|On-shore wind|RO|2007-12-01|2007-12-01|28.1%|27.7%|2018-06|38842.0|32230.0
353|R00166RQEN|Deeping St Nicholas Wind Farm - A|England|16000|On-shore wind|RO|2006-04-01|2006-04-01|26.4%|27.9%|2018-04|39035.0|35882.0
